"","year","month","day","dep_time","sched_dep_time","dep_delay","arr_time","sched_arr_time","arr_delay","carrier","flight","tailnum","origin","dest","air_time","distance","hour","minute","time_hour"
"14006",2013,2,20,1316,1320,-4,1608,1633,-25,"UA",1054,"N12116","EWR","LAX",337,2454,13,20,2013-02-20 13:00:00
"14007",2013,2,20,1337,1320,17,1523,1509,14,"EV",3818,"N12564","EWR","STL",146,872,13,20,2013-02-20 13:00:00
"14008",2013,2,20,1341,1345,-4,1650,1705,-15,"AA",117,"N324AA","JFK","LAX",342,2475,13,45,2013-02-20 13:00:00
"14009",2013,2,20,1412,1420,-8,1527,1550,-23,"MQ",3728,"N517MQ","EWR","ORD",112,719,14,20,2013-02-20 14:00:00
"14010",2013,2,20,1415,1400,15,1536,1534,2,"UA",459,"N817UA","EWR","ORD",115,719,14,0,2013-02-20 14:00:00
"14011",2013,2,20,1449,1455,-6,1633,1645,-12,"AA",337,"N503AA","LGA","ORD",120,733,14,55,2013-02-20 14:00:00
"14012",2013,2,20,1454,1500,-6,1809,1837,-28,"DL",2344,"N722TW","JFK","LAX",341,2475,15,0,2013-02-20 15:00:00
"14013",2013,2,20,1455,1459,-4,1607,1634,-27,"UA",1599,"N16701","EWR","ORD",116,719,14,59,2013-02-20 14:00:00
"14014",2013,2,20,1457,1500,-3,1625,1639,-14,"UA",269,"N420UA","LGA","ORD",115,733,15,0,2013-02-20 15:00:00
"14015",2013,2,20,1514,1516,-2,1831,1829,2,"UA",1600,"N14106","EWR","LAX",337,2454,15,16,2013-02-20 15:00:00
"14016",2013,2,20,1519,1530,-11,1722,1725,-3,"AA",2223,"N589AA","LGA","STL",153,888,15,30,2013-02-20 15:00:00
"14017",2013,2,20,1530,1505,25,1718,1654,24,"EV",3824,"N16918","EWR","STL",148,872,15,5,2013-02-20 15:00:00
"14018",2013,2,20,1538,1535,3,1914,1856,18,"UA",108,"N34131","JFK","LAX",356,2475,15,35,2013-02-20 15:00:00
"14019",2013,2,20,1539,1540,-1,1713,1743,-30,"9E",3523,"N605LR","JFK","ORD",126,740,15,40,2013-02-20 15:00:00
"14020",2013,2,20,1548,1545,3,1858,1910,-12,"AA",133,"N320AA","JFK","LAX",339,2475,15,45,2013-02-20 15:00:00
"14021",2013,2,20,1554,1600,-6,1716,1739,-23,"UA",687,"N418UA","LGA","ORD",116,733,16,0,2013-02-20 16:00:00
"14022",2013,2,20,1555,1600,-5,1740,1751,-11,"B6",917,"N294JB","JFK","ORD",130,740,16,0,2013-02-20 16:00:00
"14023",2013,2,20,1604,1610,-6,1748,1800,-12,"AA",341,"N526AA","LGA","ORD",122,733,16,10,2013-02-20 16:00:00
"14024",2013,2,20,1611,1613,-2,1742,1748,-6,"UA",1117,"N76516","EWR","ORD",126,719,16,13,2013-02-20 16:00:00
"14025",2013,2,20,1628,1635,-7,1801,1810,-9,"MQ",3695,"N542MQ","EWR","ORD",114,719,16,35,2013-02-20 16:00:00
"14026",2013,2,20,1638,1630,8,1953,1954,-1,"B6",675,"N632JB","JFK","LAX",342,2475,16,30,2013-02-20 16:00:00
"14027",2013,2,20,1639,1640,-1,1824,1830,-6,"WN",2355,"N220WN","EWR","STL",140,872,16,40,2013-02-20 16:00:00
"14028",2013,2,20,1640,1645,-5,1946,2005,-19,"AA",181,"N328AA","JFK","LAX",334,2475,16,45,2013-02-20 16:00:00
"14029",2013,2,20,1645,1650,-5,1834,1855,-21,"WN",1904,"N459WN","LGA","STL",140,888,16,50,2013-02-20 16:00:00
"14030",2013,2,20,1654,1659,-5,1812,1837,-25,"UA",1564,"N76504","EWR","ORD",114,719,16,59,2013-02-20 16:00:00
"14031",2013,2,20,1654,1700,-6,1831,1839,-8,"UA",689,"N494UA","LGA","ORD",115,733,17,0,2013-02-20 17:00:00
"14032",2013,2,20,1655,1655,0,2022,2030,-8,"VX",413,"N637VA","JFK","LAX",351,2475,16,55,2013-02-20 16:00:00
"14033",2013,2,20,1655,1655,0,2010,2000,10,"UA",342,"N593UA","EWR","LAX",347,2454,16,55,2013-02-20 16:00:00
"14034",2013,2,20,1656,1700,-4,2015,2036,-21,"DL",127,"N706TW","JFK","LAX",338,2475,17,0,2013-02-20 17:00:00
"14035",2013,2,20,1714,1720,-6,1914,1910,4,"AA",345,"N433AA","LGA","ORD",122,733,17,20,2013-02-20 17:00:00
"14036",2013,2,20,1717,1720,-3,1853,1915,-22,"AA",1351,"N3HYAA","JFK","ORD",123,740,17,20,2013-02-20 17:00:00
"14037",2013,2,20,1752,1753,-1,2059,2113,-14,"UA",535,"N505UA","JFK","LAX",339,2475,17,53,2013-02-20 17:00:00
"14038",2013,2,20,1757,1800,-3,1936,1940,-4,"UA",279,"N849UA","EWR","ORD",116,719,18,0,2013-02-20 18:00:00
"14039",2013,2,20,1757,1800,-3,1937,1936,1,"UA",691,"N421UA","LGA","ORD",117,733,18,0,2013-02-20 18:00:00
"14040",2013,2,20,1808,1820,-12,2144,2150,-6,"AA",119,"N3JMAA","EWR","LAX",335,2454,18,20,2013-02-20 18:00:00
"14041",2013,2,20,1835,1840,-5,2011,2020,-9,"MQ",3730,"N532MQ","EWR","ORD",113,719,18,40,2013-02-20 18:00:00
"14042",2013,2,20,1840,1850,-10,2038,2050,-12,"AA",2019,"N4XRAA","LGA","STL",147,888,18,50,2013-02-20 18:00:00
"14043",2013,2,20,1856,1900,-4,2210,2238,-28,"DL",87,"N717TW","JFK","LAX",337,2475,19,0,2013-02-20 19:00:00
"14044",2013,2,20,1859,1901,-2,2030,2042,-12,"UA",1727,"N73406","EWR","ORD",116,719,19,1,2013-02-20 19:00:00
"14045",2013,2,20,1911,1920,-9,2050,2116,-26,"9E",3525,"N901XJ","JFK","ORD",123,740,19,20,2013-02-20 19:00:00
"14046",2013,2,20,1938,1905,33,2240,2225,15,"AA",21,"N329AA","JFK","LAX",326,2475,19,5,2013-02-20 19:00:00
"14047",2013,2,20,1938,1820,78,2103,2005,58,"AA",353,"N3BPAA","LGA","ORD",113,733,18,20,2013-02-20 18:00:00
"14048",2013,2,20,1938,1920,18,2056,2100,-4,"AA",359,"N3HLAA","LGA","ORD",113,733,19,20,2013-02-20 19:00:00
"14049",2013,2,20,1956,2005,-9,2316,2335,-19,"VX",415,"N629VA","JFK","LAX",345,2475,20,5,2013-02-20 20:00:00
"14050",2013,2,20,1958,2000,-2,2122,2139,-17,"UA",695,"N474UA","LGA","ORD",114,733,20,0,2013-02-20 20:00:00
"14051",2013,2,20,2017,1702,195,2217,1851,206,"EV",4202,"N11548","EWR","STL",155,872,17,2,2013-02-20 17:00:00
"14052",2013,2,20,2021,2029,-8,2326,2333,-7,"UA",771,"N554UA","JFK","LAX",329,2475,20,29,2013-02-20 20:00:00
"14053",2013,2,20,2042,2100,-18,2213,2220,-7,"MQ",3744,"N1EAMQ","EWR","ORD",110,719,21,0,2013-02-20 21:00:00
"14054",2013,2,20,2045,2045,0,2222,2225,-3,"AA",371,"N489AA","LGA","ORD",119,733,20,45,2013-02-20 20:00:00
"14055",2013,2,20,2054,2100,-6,2400,31,-31,"DL",2363,"N711ZX","JFK","LAX",338,2475,21,0,2013-02-20 21:00:00
"14056",2013,2,20,2111,2045,26,16,2357,19,"B6",677,"N807JB","JFK","LAX",342,2475,20,45,2013-02-20 20:00:00
"14057",2013,2,20,2137,2135,2,47,50,-3,"AA",185,"N338AA","JFK","LAX",344,2475,21,35,2013-02-20 21:00:00
"14058",2013,2,21,553,600,-7,725,745,-20,"AA",301,"N3HHAA","LGA","ORD",126,733,6,0,2013-02-21 06:00:00
"14059",2013,2,21,554,600,-6,720,735,-15,"MQ",3768,"N0EGMQ","EWR","ORD",127,719,6,0,2013-02-21 06:00:00
"14060",2013,2,21,557,600,-3,912,920,-8,"UA",1491,"N17133","JFK","LAX",345,2475,6,0,2013-02-21 06:00:00
"14061",2013,2,21,558,600,-2,739,732,7,"UA",69,"N25705","LGA","ORD",132,733,6,0,2013-02-21 06:00:00
"14062",2013,2,21,559,600,-1,924,925,-1,"UA",1665,"N13248","EWR","LAX",357,2454,6,0,2013-02-21 06:00:00
"14063",2013,2,21,622,630,-8,757,810,-13,"AA",303,"N3FAAA","LGA","ORD",132,733,6,30,2013-02-21 06:00:00
"14064",2013,2,21,630,620,10,802,757,5,"B6",905,"N337JB","JFK","ORD",136,740,6,20,2013-02-21 06:00:00
"14065",2013,2,21,653,700,-7,832,850,-18,"AA",305,"N589AA","LGA","ORD",129,733,7,0,2013-02-21 07:00:00
"14066",2013,2,21,654,700,-6,815,839,-24,"UA",277,"N453UA","LGA","ORD",127,733,7,0,2013-02-21 07:00:00
"14067",2013,2,21,655,700,-5,1017,1034,-17,"DL",763,"N718TW","JFK","LAX",353,2475,7,0,2013-02-21 07:00:00
"14068",2013,2,21,700,705,-5,1032,1035,-3,"VX",399,"N637VA","JFK","LAX",365,2475,7,5,2013-02-21 07:00:00
"14069",2013,2,21,700,700,0,828,836,-8,"UA",1530,"N16234","EWR","ORD",131,719,7,0,2013-02-21 07:00:00
"14070",2013,2,21,708,710,-2,834,850,-16,"MQ",3737,"N535MQ","EWR","ORD",131,719,7,10,2013-02-21 07:00:00
"14071",2013,2,21,715,715,0,1057,1037,20,"B6",671,"N615JB","JFK","LAX",363,2475,7,15,2013-02-21 07:00:00
"14072",2013,2,21,726,729,-3,913,918,-5,"EV",4580,"N13161","EWR","STL",146,872,7,29,2013-02-21 07:00:00
"14073",2013,2,21,734,730,4,1057,1100,-3,"AA",33,"N335AA","JFK","LAX",354,2475,7,30,2013-02-21 07:00:00
"14074",2013,2,21,744,745,-1,916,930,-14,"AA",309,"N538AA","LGA","ORD",130,733,7,45,2013-02-21 07:00:00
"14075",2013,2,21,752,759,-7,922,936,-14,"UA",375,"N491UA","EWR","ORD",129,719,7,59,2013-02-21 07:00:00
"14076",2013,2,21,820,815,5,952,958,-6,"9E",3521,"N918XJ","JFK","ORD",130,740,8,15,2013-02-21 08:00:00
"14077",2013,2,21,822,830,-8,1024,1025,-1,"AA",1855,"N496AA","LGA","STL",156,888,8,30,2013-02-21 08:00:00
"14078",2013,2,21,832,816,16,1152,1135,17,"UA",1223,"N75858","EWR","LAX",352,2454,8,16,2013-02-21 08:00:00
"14079",2013,2,21,836,840,-4,1123,1147,-24,"UA",443,"N510UA","JFK","LAX",319,2475,8,40,2013-02-21 08:00:00
"14080",2013,2,21,855,900,-5,1158,1227,-29,"DL",120,"N706TW","JFK","LAX",323,2475,9,0,2013-02-21 09:00:00
"14081",2013,2,21,855,900,-5,1221,1220,1,"AA",1,"N327AA","JFK","LAX",351,2475,9,0,2013-02-21 09:00:00
"14082",2013,2,21,859,905,-6,1242,1235,7,"VX",407,"N632VA","JFK","LAX",358,2475,9,5,2013-02-21 09:00:00
"14083",2013,2,21,905,900,5,1108,1037,31,"UA",1092,"N17229","LGA","ORD",134,733,9,0,2013-02-21 09:00:00
"14084",2013,2,21,943,945,-2,1144,1144,0,"EV",4198,"N12996","EWR","STL",158,872,9,45,2013-02-21 09:00:00
"14085",2013,2,21,957,1000,-3,1124,1134,-10,"UA",1162,"N87513","EWR","ORD",133,719,10,0,2013-02-21 10:00:00
"14086",2013,2,21,958,945,13,1151,1130,21,"AA",319,"N541AA","LGA","ORD",134,733,9,45,2013-02-21 09:00:00
"14087",2013,2,21,1010,1010,0,1143,1140,3,"MQ",3795,"N502MQ","EWR","ORD",128,719,10,10,2013-02-21 10:00:00
"14088",2013,2,21,1029,1030,-1,1218,1210,8,"AA",321,"N4WTAA","LGA","ORD",134,733,10,30,2013-02-21 10:00:00
"14089",2013,2,21,1040,1040,0,1341,1345,-4,"UA",225,"N506UA","EWR","LAX",336,2454,10,40,2013-02-21 10:00:00
"14090",2013,2,21,1043,1030,13,1348,1340,8,"AA",19,"N332AA","JFK","LAX",344,2475,10,30,2013-02-21 10:00:00
"14091",2013,2,21,1049,1056,-7,1228,1230,-2,"UA",1736,"N27733","EWR","ORD",127,719,10,56,2013-02-21 10:00:00
"14092",2013,2,21,1059,1100,-1,NA,1300,NA,"WN",366,"N706SW","LGA","STL",NA,888,11,0,2013-02-21 11:00:00
"14093",2013,2,21,1115,1115,0,1509,1424,45,"B6",673,"N568JB","JFK","LAX",351,2475,11,15,2013-02-21 11:00:00
"14094",2013,2,21,1123,1125,-2,1313,1305,8,"AA",327,"N3BJAA","LGA","ORD",131,733,11,25,2013-02-21 11:00:00
"14095",2013,2,21,1127,1130,-3,1439,1446,-7,"UA",703,"N505UA","JFK","LAX",342,2475,11,30,2013-02-21 11:00:00
"14096",2013,2,21,1148,1200,-12,1322,1331,-9,"UA",701,"N830UA","EWR","ORD",129,719,12,0,2013-02-21 12:00:00
"14097",2013,2,21,1150,830,200,1343,1015,208,"AA",313,"N201AA","LGA","ORD",139,733,8,30,2013-02-21 08:00:00
"14098",2013,2,21,1155,1200,-5,1517,1510,7,"AA",3,"N328AA","JFK","LAX",352,2475,12,0,2013-02-21 12:00:00
"14099",2013,2,21,1159,1200,-1,1520,1529,-9,"DL",863,"N717TW","JFK","LAX",338,2475,12,0,2013-02-21 12:00:00
"14100",2013,2,21,1214,1220,-6,1400,1350,10,"MQ",3697,"N504MQ","EWR","ORD",137,719,12,20,2013-02-21 12:00:00
"14101",2013,2,21,1257,1259,-2,1430,1436,-6,"UA",1233,"N41140","EWR","ORD",135,719,12,59,2013-02-21 12:00:00
"14102",2013,2,21,1300,1300,0,1456,1440,16,"AA",329,"N4YUAA","LGA","ORD",126,733,13,0,2013-02-21 13:00:00
"14103",2013,2,21,1318,1320,-2,1630,1650,-20,"VX",411,"N635VA","JFK","LAX",349,2475,13,20,2013-02-21 13:00:00
"14104",2013,2,21,1318,1320,-2,1625,1633,-8,"UA",1425,"N13138","EWR","LAX",338,2454,13,20,2013-02-21 13:00:00
"14105",2013,2,21,1338,1345,-7,1709,1705,4,"AA",117,"N336AA","JFK","LAX",358,2475,13,45,2013-02-21 13:00:00
"14106",2013,2,21,1355,1359,-4,1524,1534,-10,"UA",1734,"N73291","EWR","ORD",124,719,13,59,2013-02-21 13:00:00
"14107",2013,2,21,1417,1420,-3,1557,1550,7,"MQ",3728,"N535MQ","EWR","ORD",128,719,14,20,2013-02-21 14:00:00
"14108",2013,2,21,1455,1500,-5,1819,1837,-18,"DL",2344,"N705TW","JFK","LAX",338,2475,15,0,2013-02-21 15:00:00
"14109",2013,2,21,1511,1500,11,1645,1639,6,"UA",685,"N414UA","LGA","ORD",133,733,15,0,2013-02-21 15:00:00
"14110",2013,2,21,1516,1516,0,1821,1829,-8,"UA",1600,"N19141","EWR","LAX",329,2454,15,16,2013-02-21 15:00:00
"14111",2013,2,21,1537,1459,38,1735,1634,61,"UA",1268,"N21723","EWR","ORD",126,719,14,59,2013-02-21 14:00:00
"14112",2013,2,21,1537,1535,2,1855,1856,-1,"UA",108,"N14106","JFK","LAX",344,2475,15,35,2013-02-21 15:00:00
"14113",2013,2,21,1542,1545,-3,1910,1910,0,"AA",133,"N324AA","JFK","LAX",348,2475,15,45,2013-02-21 15:00:00
"14114",2013,2,21,1610,1614,-4,1803,1749,14,"UA",1599,"N39423","EWR","ORD",137,719,16,14,2013-02-21 16:00:00
"14115",2013,2,21,1627,1600,27,1813,1751,22,"B6",917,"N283JB","JFK","ORD",142,740,16,0,2013-02-21 16:00:00
"14116",2013,2,21,1630,1630,0,1945,1954,-9,"B6",675,"N705JB","JFK","LAX",340,2475,16,30,2013-02-21 16:00:00
"14117",2013,2,21,1632,1540,52,1830,1743,47,"9E",3523,"N909XJ","JFK","ORD",144,740,15,40,2013-02-21 15:00:00
"14118",2013,2,21,1633,1635,-2,1752,1810,-18,"MQ",3695,"N517MQ","EWR","ORD",120,719,16,35,2013-02-21 16:00:00
"14119",2013,2,21,1639,1455,104,1802,1645,77,"AA",337,"N564AA","LGA","ORD",122,733,14,55,2013-02-21 14:00:00
"14120",2013,2,21,1645,1600,45,1822,1739,43,"UA",687,"N408UA","LGA","ORD",128,733,16,0,2013-02-21 16:00:00
"14121",2013,2,21,1646,1645,1,1934,2005,-31,"AA",181,"N338AA","JFK","LAX",324,2475,16,45,2013-02-21 16:00:00
"14122",2013,2,21,1655,1655,0,2003,2030,-27,"VX",413,"N629VA","JFK","LAX",343,2475,16,55,2013-02-21 16:00:00
"14123",2013,2,21,1655,1655,0,1946,2000,-14,"UA",342,"N546UA","EWR","LAX",324,2454,16,55,2013-02-21 16:00:00
"14124",2013,2,21,1656,1700,-4,2010,2036,-26,"DL",127,"N713TW","JFK","LAX",337,2475,17,0,2013-02-21 17:00:00
"14125",2013,2,21,1658,1659,-1,1831,1837,-6,"UA",1676,"N12238","EWR","ORD",130,719,16,59,2013-02-21 16:00:00
"14126",2013,2,21,1703,1700,3,1842,1839,3,"UA",689,"N460UA","LGA","ORD",131,733,17,0,2013-02-21 17:00:00
"14127",2013,2,21,1708,1610,58,1848,1800,48,"AA",341,"N436AA","LGA","ORD",126,733,16,10,2013-02-21 16:00:00
"14128",2013,2,21,1720,1720,0,1859,1915,-16,"AA",1351,"N3JHAA","JFK","ORD",135,740,17,20,2013-02-21 17:00:00
"14129",2013,2,21,1739,1720,19,1916,1910,6,"AA",345,"N433AA","LGA","ORD",123,733,17,20,2013-02-21 17:00:00
"14130",2013,2,21,1751,1753,-2,2122,2113,9,"UA",535,"N554UA","JFK","LAX",332,2475,17,53,2013-02-21 17:00:00
"14131",2013,2,21,1807,1800,7,1956,1940,16,"UA",540,"N833UA","EWR","ORD",131,719,18,0,2013-02-21 18:00:00
"14132",2013,2,21,1813,1820,-7,2140,2150,-10,"AA",119,"N3BBAA","EWR","LAX",344,2454,18,20,2013-02-21 18:00:00
"14133",2013,2,21,1838,1820,18,2003,2005,-2,"AA",353,"N3FFAA","LGA","ORD",124,733,18,20,2013-02-21 18:00:00
"14134",2013,2,21,1842,1800,42,2024,1937,47,"UA",1085,"N79279","LGA","ORD",134,733,18,0,2013-02-21 18:00:00
"14135",2013,2,21,1845,1840,5,2028,2020,8,"MQ",3730,"N504MQ","EWR","ORD",131,719,18,40,2013-02-21 18:00:00
"14136",2013,2,21,1857,1900,-3,2211,2235,-24,"DL",87,"N706TW","JFK","LAX",335,2475,19,0,2013-02-21 19:00:00
"14137",2013,2,21,1901,1901,0,2039,2041,-2,"UA",824,"N462UA","EWR","ORD",122,719,19,1,2013-02-21 19:00:00
"14138",2013,2,21,1922,1905,17,2218,2225,-7,"AA",21,"N319AA","JFK","LAX",320,2475,19,5,2013-02-21 19:00:00
"14139",2013,2,21,1935,1920,15,2102,2100,2,"AA",359,"N3FVAA","LGA","ORD",124,733,19,20,2013-02-21 19:00:00
"14140",2013,2,21,1958,2005,-7,2300,2335,-35,"VX",415,"N626VA","JFK","LAX",324,2475,20,5,2013-02-21 20:00:00
"14141",2013,2,21,2044,2045,-1,2207,2225,-18,"AA",371,"N4YDAA","LGA","ORD",114,733,20,45,2013-02-21 20:00:00
"14142",2013,2,21,2045,2045,0,2348,2357,-9,"B6",677,"N658JB","JFK","LAX",323,2475,20,45,2013-02-21 20:00:00
"14143",2013,2,21,2057,2100,-3,7,31,-24,"DL",2363,"N722TW","JFK","LAX",328,2475,21,0,2013-02-21 21:00:00
"14144",2013,2,21,2151,2135,16,52,50,2,"AA",185,"N335AA","JFK","LAX",334,2475,21,35,2013-02-21 21:00:00
"14145",2013,2,21,2209,2029,100,138,2333,125,"UA",771,"N525UA","JFK","LAX",341,2475,20,29,2013-02-21 20:00:00
"14146",2013,2,21,NA,1320,NA,NA,1509,NA,"EV",3818,"N15983","EWR","STL",NA,872,13,20,2013-02-21 13:00:00
"14147",2013,2,21,NA,1459,NA,NA,1648,NA,"EV",3824,"N16911","EWR","STL",NA,872,14,59,2013-02-21 14:00:00
"14148",2013,2,21,NA,1702,NA,NA,1851,NA,"EV",4202,"N14920","EWR","STL",NA,872,17,2,2013-02-21 17:00:00
"14149",2013,2,21,NA,1920,NA,NA,2116,NA,"9E",3525,NA,"JFK","ORD",NA,740,19,20,2013-02-21 19:00:00
"14150",2013,2,21,NA,1850,NA,NA,2050,NA,"AA",2019,"N589AA","LGA","STL",NA,888,18,50,2013-02-21 18:00:00
"14151",2013,2,21,NA,1530,NA,NA,1725,NA,"AA",2223,"N471AA","LGA","STL",NA,888,15,30,2013-02-21 15:00:00
"14152",2013,2,21,NA,1640,NA,NA,1830,NA,"WN",2355,"N447WN","EWR","STL",NA,872,16,40,2013-02-21 16:00:00
"14153",2013,2,21,NA,1130,NA,NA,1320,NA,"WN",3652,"N396SW","EWR","STL",NA,872,11,30,2013-02-21 11:00:00
"14154",2013,2,21,NA,1650,NA,NA,1855,NA,"WN",1904,"N926WN","LGA","STL",NA,888,16,50,2013-02-21 16:00:00
"14155",2013,2,21,NA,2100,NA,NA,2220,NA,"MQ",3744,"N546MQ","EWR","ORD",NA,719,21,0,2013-02-21 21:00:00
"14156",2013,2,21,NA,1000,NA,NA,1139,NA,"UA",441,NA,"LGA","ORD",NA,733,10,0,2013-02-21 10:00:00
"14157",2013,2,21,NA,2000,NA,NA,2139,NA,"UA",695,NA,"LGA","ORD",NA,733,20,0,2013-02-21 20:00:00
"14158",2013,2,22,557,600,-3,849,925,-36,"UA",1665,"N37464","EWR","LAX",332,2454,6,0,2013-02-22 06:00:00
"14159",2013,2,22,612,600,12,748,732,16,"UA",1198,"N27733","LGA","ORD",132,733,6,0,2013-02-22 06:00:00
"14160",2013,2,22,615,600,15,912,920,-8,"UA",1491,"N14121","JFK","LAX",336,2475,6,0,2013-02-22 06:00:00
"14161",2013,2,22,641,600,41,813,745,28,"AA",301,"N3DBAA","LGA","ORD",128,733,6,0,2013-02-22 06:00:00
"14162",2013,2,22,652,700,-8,853,836,17,"UA",1092,"N17233","EWR","ORD",125,719,7,0,2013-02-22 07:00:00
"14163",2013,2,22,655,700,-5,906,839,27,"UA",607,"N403UA","LGA","ORD",129,733,7,0,2013-02-22 07:00:00
"14164",2013,2,22,656,700,-4,940,1034,-54,"DL",763,"N717TW","JFK","LAX",316,2475,7,0,2013-02-22 07:00:00
"14165",2013,2,22,702,705,-3,1009,1035,-26,"VX",399,"N641VA","JFK","LAX",340,2475,7,5,2013-02-22 07:00:00
"14166",2013,2,22,705,630,35,900,807,53,"B6",905,"N274JB","JFK","ORD",137,740,6,30,2013-02-22 06:00:00
"14167",2013,2,22,713,630,43,900,810,50,"AA",303,"N3EUAA","LGA","ORD",132,733,6,30,2013-02-22 06:00:00
"14168",2013,2,22,714,700,14,846,850,-4,"AA",305,"N4YTAA","LGA","ORD",127,733,7,0,2013-02-22 07:00:00
"14169",2013,2,22,715,715,0,1011,1037,-26,"B6",671,"N641JB","JFK","LAX",329,2475,7,15,2013-02-22 07:00:00
"14170",2013,2,22,725,730,-5,1040,1100,-20,"AA",33,"N327AA","JFK","LAX",337,2475,7,30,2013-02-22 07:00:00
"14171",2013,2,22,746,745,1,921,930,-9,"AA",309,"N436AA","LGA","ORD",126,733,7,45,2013-02-22 07:00:00
"14172",2013,2,22,758,759,-1,945,936,9,"UA",279,"N491UA","EWR","ORD",126,719,7,59,2013-02-22 07:00:00
"14173",2013,2,22,814,815,-1,1021,958,23,"9E",3521,"N925XJ","JFK","ORD",128,740,8,15,2013-02-22 08:00:00
"14174",2013,2,22,816,816,0,1059,1135,-36,"UA",1223,"N57855","EWR","LAX",310,2454,8,16,2013-02-22 08:00:00
"14175",2013,2,22,829,830,-1,1016,1015,1,"AA",313,"N4XGAA","LGA","ORD",125,733,8,30,2013-02-22 08:00:00
"14176",2013,2,22,851,900,-9,1158,1220,-22,"AA",1,"N328AA","JFK","LAX",326,2475,9,0,2013-02-22 09:00:00
"14177",2013,2,22,855,900,-5,1224,1227,-3,"DL",120,"N703TW","JFK","LAX",348,2475,9,0,2013-02-22 09:00:00
"14178",2013,2,22,856,729,87,1115,918,117,"EV",4580,"N18120","EWR","STL",158,872,7,29,2013-02-22 07:00:00
"14179",2013,2,22,858,900,-2,1039,1037,2,"UA",1010,"N33294","LGA","ORD",122,733,9,0,2013-02-22 09:00:00
"14180",2013,2,22,859,840,19,1205,1147,18,"UA",443,"N505UA","JFK","LAX",333,2475,8,40,2013-02-22 08:00:00
"14181",2013,2,22,901,905,-4,1205,1235,-30,"VX",407,"N624VA","JFK","LAX",339,2475,9,5,2013-02-22 09:00:00
"14182",2013,2,22,945,945,0,1120,1130,-10,"AA",319,"N503AA","LGA","ORD",116,733,9,45,2013-02-22 09:00:00
"14183",2013,2,22,958,1000,-2,1145,1139,6,"UA",441,"N453UA","LGA","ORD",125,733,10,0,2013-02-22 10:00:00
"14184",2013,2,22,959,1000,-1,1117,1134,-17,"UA",1162,"N33284","EWR","ORD",116,719,10,0,2013-02-22 10:00:00
"14185",2013,2,22,1022,1030,-8,1310,1340,-30,"AA",19,"N319AA","JFK","LAX",327,2475,10,30,2013-02-22 10:00:00
"14186",2013,2,22,1036,945,51,1232,1144,48,"EV",4198,"N13975","EWR","STL",154,872,9,45,2013-02-22 09:00:00
"14187",2013,2,22,1040,1040,0,1333,1345,-12,"UA",225,"N549UA","EWR","LAX",327,2454,10,40,2013-02-22 10:00:00
"14188",2013,2,22,1055,1100,-5,1303,1300,3,"WN",366,"N214WN","LGA","STL",155,888,11,0,2013-02-22 11:00:00
"14189",2013,2,22,1058,1056,2,1239,1230,9,"UA",1736,"N14704","EWR","ORD",123,719,10,56,2013-02-22 10:00:00
"14190",2013,2,22,1111,1115,-4,1348,1424,-36,"B6",673,"N805JB","JFK","LAX",315,2475,11,15,2013-02-22 11:00:00
"14191",2013,2,22,1126,1130,-4,1410,1446,-36,"UA",703,"N560UA","JFK","LAX",319,2475,11,30,2013-02-22 11:00:00
"14192",2013,2,22,1136,1030,66,1324,1210,74,"AA",321,"N579AA","LGA","ORD",125,733,10,30,2013-02-22 10:00:00
"14193",2013,2,22,1138,1130,8,1334,1320,14,"WN",3652,"N624SW","EWR","STL",159,872,11,30,2013-02-22 11:00:00
"14194",2013,2,22,1140,1125,15,1330,1305,25,"AA",327,"N3BTAA","LGA","ORD",130,733,11,25,2013-02-22 11:00:00
"14195",2013,2,22,1147,1010,97,1313,1140,93,"MQ",3795,"N514MQ","EWR","ORD",117,719,10,10,2013-02-22 10:00:00
"14196",2013,2,22,1149,1200,-11,1321,1331,-10,"UA",701,"N806UA","EWR","ORD",131,719,12,0,2013-02-22 12:00:00
"14197",2013,2,22,1154,1200,-6,1515,1529,-14,"DL",863,"N703TW","JFK","LAX",341,2475,12,0,2013-02-22 12:00:00
"14198",2013,2,22,1156,1200,-4,1447,1510,-23,"AA",3,"N338AA","JFK","LAX",328,2475,12,0,2013-02-22 12:00:00
"14199",2013,2,22,1234,1220,14,1407,1350,17,"MQ",3697,"N542MQ","EWR","ORD",134,719,12,20,2013-02-22 12:00:00
"14200",2013,2,22,1250,1259,-9,1449,1436,13,"UA",1204,"N41135","EWR","ORD",126,719,12,59,2013-02-22 12:00:00
"14201",2013,2,22,1320,1320,0,1623,1650,-27,"VX",411,"N628VA","JFK","LAX",337,2475,13,20,2013-02-22 13:00:00
"14202",2013,2,22,1332,1300,32,1533,1440,53,"AA",329,"N4XMAA","LGA","ORD",128,733,13,0,2013-02-22 13:00:00
"14203",2013,2,22,1338,1345,-7,1637,1705,-28,"AA",117,"N329AA","JFK","LAX",331,2475,13,45,2013-02-22 13:00:00
"14204",2013,2,22,1340,1320,20,1632,1633,-1,"UA",1425,"N17126","EWR","LAX",329,2454,13,20,2013-02-22 13:00:00
"14205",2013,2,22,1418,1320,58,1619,1509,70,"EV",3818,"N13992","EWR","STL",157,872,13,20,2013-02-22 13:00:00
"14206",2013,2,22,1420,1420,0,1709,1550,79,"MQ",3728,"N531MQ","EWR","ORD",120,719,14,20,2013-02-22 14:00:00
